exercise_name,variation_name,difficulty_level,target_muscle_group,prime_mover_muscle,secondary_muscle,tertiary_muscle,primary_equipment,num_primary_items,secondary_equipment,num_secondary_items,posture,single_or_double_arm,continuous_or_alternating_arms,grip,load_position_ending,continuous_or_alternating_legs,foot_elevation,combination_exercises,movement_pattern_1,movement_pattern_2,movement_pattern_3,plane_of_motion_1,plane_of_motion_2,plane_of_motion_3,body_region,force_type,mechanics,laterality,primary_exercise_classification,time_or_reps,num_sets,time_per_set,rest_time,total_time_seconds,num_reps_per_set,URL
Bodyweight Flutter Kicks,"5 sets, 40 seconds per set, 40 seconds rest between sets",Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Supine,No Arms,Continuous,No Grip,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,time,5.0,40.0,40.0,360.0,,https://youtu.be/DNx0PYv7_L8
Bodyweight Kneeling Forearm Plank,4 sets of 20 seconds hold with 40 seconds rest,Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Frontal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,4.0,20.0,40.0,200.0,,https://youtu.be/5HyOjaj7atU
Bodyweight Kneeling Forearm Plank,3 sets of 30 seconds hold with 45 seconds rest,Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Frontal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,3.0,30.0,45.0,180.0,,https://youtu.be/5HyOjaj7atU
Bodyweight Kneeling Forearm Plank,3 sets of 45 seconds hold with 60 seconds rest,Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Frontal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,3.0,45.0,60.0,255.0,,https://youtu.be/5HyOjaj7atU
Bodyweight Kneeling Forearm Plank," holds 20s, 30s, 20s with 30 seconds rest between sets",Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Frontal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,3.0,,30.0,130.0,,https://youtu.be/5HyOjaj7atU
Bodyweight Kneeling Forearm Plank,2 sets of 60 seconds hold with 60 seconds rest,Beginner,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Frontal Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,2.0,60.0,60.0,180.0,,https://youtu.be/5HyOjaj7atU
Bodyweight Seated Ab Circles,3 sets of 20 seconds work with 30 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Seated Floor,No Arms,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,20.0,30.0,120.0,,https://youtu.be/GflQ_ymx9Nw
Bodyweight Seated Ab Circles,4 sets of 30 seconds work with 30 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Seated Floor,No Arms,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,30.0,30.0,210.0,,https://youtu.be/GflQ_ymx9Nw
Bodyweight Seated Ab Circles,5 sets of 40 seconds work with 45 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Seated Floor,No Arms,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,5.0,40.0,45.0,380.0,,https://youtu.be/GflQ_ymx9Nw
Bodyweight Seated Ab Circles,3 sets of 45 seconds work with 60 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Seated Floor,No Arms,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,45.0,60.0,255.0,,https://youtu.be/GflQ_ymx9Nw
Bodyweight Seated Ab Circles,2 sets of 60 seconds work with 60 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Seated Floor,No Arms,Continuous,Flat Palm,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,2.0,60.0,60.0,180.0,,https://youtu.be/GflQ_ymx9Nw
Ring Hanging Oblique Knee Raise,3 sets of 10 reps with 60 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,rep,3.0,30.0,60.0,210.0,10.0,
Ring Hanging Oblique Knee Raise,4 sets of 12 reps with 45 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,rep,4.0,36.0,45.0,279.0,12.0,
Ring Hanging Oblique Knee Raise,5 sets of 8 reps with 30 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,rep,5.0,24.0,30.0,240.0,8.0,
Ring Hanging Oblique Knee Raise,3 sets of 30 sec with 60 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,3.0,30.0,60.0,210.0,,
Ring Hanging Oblique Knee Raise,4 sets of 40 sec with 45 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Calisthenics,time,4.0,40.0,45.0,295.0,,
Stability Ball Stir the Pot, 3 sets of 20 seconds work with 40 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Stability Ball,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,20.0,40.0,140.0,,https://youtu.be/FpH1C25VyXE?si=hAzBuHZIBIX0MG4j
Stability Ball Stir the Pot, 4 sets of 30 seconds work with 45 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Stability Ball,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,30.0,45.0,255.0,,https://youtu.be/FpH1C25VyXE?si=hAzBuHZIBIX0MG4j
Stability Ball Stir the Pot, 5 sets of 30 seconds work with 30 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Stability Ball,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,5.0,30.0,30.0,270.0,,https://youtu.be/FpH1C25VyXE?si=hAzBuHZIBIX0MG4j
Stability Ball Stir the Pot, 3 sets of 40 seconds work with 60 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Stability Ball,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,40.0,60.0,240.0,,https://youtu.be/FpH1C25VyXE?si=hAzBuHZIBIX0MG4j
Stability Ball Stir the Pot, 3 sets of 10 reps  with 30 seconds rest,Novice,Abdominals,Rectus Abdominis,,,Stability Ball,1,,0,Prone,Double Arm,Continuous,Forearm,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,15.0,30.0,105.0,10.0,https://youtu.be/FpH1C25VyXE?si=hAzBuHZIBIX0MG4j
Bodyweight Alternating Lateral Kick Through,4 sets of 10 reps with 45 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Rotational,,,Frontal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,rep,4.0,30.0,45.0,255.0,10.0,https://youtu.be/86NNY5U6jqk
Bodyweight Alternating Lateral Kick Through,5 sets of 15 reps with 30 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Rotational,,,Frontal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,rep,5.0,45.0,30.0,345.0,15.0,https://youtu.be/86NNY5U6jqk
Bodyweight Alternating Lateral Kick Through,4 sets of 30 seconds with 45 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Rotational,,,Frontal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,time,4.0,30.0,45.0,255.0,,https://youtu.be/86NNY5U6jqk
Bodyweight Alternating Lateral Kick Through,3 sets of 45 seconds with 60 seconds rest,Intermediate,Abdominals,Rectus Abdominis,,,Bodyweight,1,,0,Knee Hover Quadruped,Double Arm,Alternating,Flat Palm,No Load,Alternating,No Elevation,Single Exercise,Rotational,,,Frontal Plane,,,Midsection,Other,Compound,Unilateral,Animal Flow,time,3.0,45.0,60.0,255.0,,https://youtu.be/86NNY5U6jqk
Ring L Sit Hang Flutter Kicks,"4 sets of 20 seconds hold with flutter kicks, 40 seconds rest",Intermediate,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,Isometric Hold,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,4.0,20.0,40.0,240.0,,
Ring L Sit Hang Flutter Kicks,"3 sets of 30 seconds hold with flutter kicks, 60 seconds rest",Intermediate,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,Isometric Hold,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,3.0,30.0,60.0,270.0,,
Ring L Sit Hang Flutter Kicks,"2 sets of 45 seconds hold with flutter kicks, 90 seconds rest",Intermediate,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,Isometric Hold,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,time,2.0,45.0,90.0,180.0,,
Ring L Sit Hang Flutter Kicks,"3 sets of 25 flutter kick reps per set, 45 seconds rest",Intermediate,Abdominals,Rectus Abdominis,,,Gymnastic Rings,2,,0,Hanging,Double Arm,Continuous,Pronated,No Load,Alternating,No Elevation,Single Exercise,Hip Flexion,Isometric Hold,,Sagittal Plane,,,Midsection,Other,Compound,Unilateral,Calisthenics,rep,3.0,25.0,45.0,180.0,25.0,
Slam Ball Russian Twist,3 sets of 20 reps with 60 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Slam Ball,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,40.0,60.0,300.0,20.0,https://youtu.be/qyZ0pAtgo_Y
Slam Ball Russian Twist,4 sets of 30 seconds twisting with 45 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Slam Ball,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,30.0,45.0,300.0,,https://youtu.be/qyZ0pAtgo_Y
Slam Ball Russian Twist,5 sets of 45 seconds twisting with 30 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Slam Ball,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,5.0,45.0,30.0,375.0,,https://youtu.be/qyZ0pAtgo_Y
Slam Ball Russian Twist,3 sets of 30 reps with 60 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Slam Ball,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,60.0,60.0,300.0,30.0,https://youtu.be/qyZ0pAtgo_Y
Slam Ball Russian Twist,4 sets of 12 reps with 90 sec rest,Intermediate,Abdominals,Obliques,Rectus Abdominis,Iliopsoas,Slam Ball,1,,0,Seated Floor,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,4.0,24.0,90.0,426.0,12.0,https://youtu.be/qyZ0pAtgo_Y
Dumbbell Otis Up,"3 sets of 12 reps, 60s rest between sets",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Dumbbell,1,,0,Supine,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,36.0,60.0,228.0,12.0,https://youtu.be/BhtnaHGJa8w
Dumbbell Otis Up,"4 sets of 15 reps, 45s rest between sets",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Dumbbell,1,,0,Supine,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,4.0,45.0,45.0,315.0,15.0,https://youtu.be/BhtnaHGJa8w
Dumbbell Otis Up,"3 sets of 8 reps, 90s rest between sets",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Dumbbell,1,,0,Supine,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,24.0,90.0,252.0,8.0,https://youtu.be/BhtnaHGJa8w
Dumbbell Otis Up,"3 sets of 30 seconds work, 60s rest between sets",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Dumbbell,1,,0,Supine,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,30.0,60.0,210.0,,https://youtu.be/BhtnaHGJa8w
Dumbbell Otis Up,"5 sets of 6 reps, 45s rest between sets",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Dumbbell,1,,0,Supine,Double Arm,Continuous,Crush Grip,Overhead,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,5.0,18.0,45.0,270.0,6.0,https://youtu.be/BhtnaHGJa8w
Single Arm Dumbbell Side Plank Reach Through,"3 sets of 30 seconds hold, 45 sec rest between sets",Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,,0,Side Plank,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Lateral Flexion,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,time,3.0,30.0,45.0,225.0,,
Single Arm Dumbbell Side Plank Reach Through,"4 sets of 45 seconds hold, 60 sec rest between sets",Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,,0,Side Plank,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Lateral Flexion,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,time,4.0,45.0,60.0,420.0,,
Single Arm Dumbbell Side Plank Reach Through,"5 sets of 20 seconds hold, 30 sec rest between sets",Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,,0,Side Plank,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Lateral Flexion,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,time,5.0,20.0,30.0,220.0,,
Single Arm Dumbbell Side Plank Reach Through,"3 sets of 10 controlled reps, 45 sec rest between sets",Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,,0,Side Plank,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Lateral Flexion,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,rep,3.0,40.0,45.0,225.0,10.0,
Single Arm Dumbbell Side Plank Reach Through,"4 sets of 15 controlled reps, 60 sec rest between sets",Advanced,Abdominals,Obliques,Rectus Abdominis,,Dumbbell,1,,0,Side Plank,Single Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Anti-Lateral Flexion,Spinal Rotational,,Transverse Plane,,,Midsection,Other,Compound,Unilateral,Unsorted*,rep,4.0,60.0,60.0,420.0,15.0,
Ab Wheel Kneeling Rollout,"3 sets of 8 reps, 90 seconds rest",Novice,Abdominals,Rectus Abdominis,Latissimus Dorsi,Serratus Anterior,Ab Wheel,1,,0,Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,3.0,48.0,90.0,414.0,8.0,https://youtu.be/A3uK5TPzHq8
Ab Wheel Kneeling Rollout,"4 sets of 6 reps, 60 seconds rest",Novice,Abdominals,Rectus Abdominis,Latissimus Dorsi,Serratus Anterior,Ab Wheel,1,,0,Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,4.0,36.0,60.0,384.0,6.0,https://youtu.be/A3uK5TPzHq8
Ab Wheel Kneeling Rollout,"5 sets of 5 reps, 75 seconds rest",Novice,Abdominals,Rectus Abdominis,Latissimus Dorsi,Serratus Anterior,Ab Wheel,1,,0,Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,rep,5.0,30.0,75.0,375.0,5.0,https://youtu.be/A3uK5TPzHq8
Ab Wheel Kneeling Rollout,"3 sets of 30 seconds hold, 90 seconds rest",Novice,Abdominals,Rectus Abdominis,Latissimus Dorsi,Serratus Anterior,Ab Wheel,1,,0,Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,3.0,30.0,90.0,270.0,,https://youtu.be/A3uK5TPzHq8
Ab Wheel Kneeling Rollout,"4 sets of 20 seconds hold, 60 seconds rest",Novice,Abdominals,Rectus Abdominis,Latissimus Dorsi,Serratus Anterior,Ab Wheel,1,,0,Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Anti-Extension,,,Sagittal Plane,,,Midsection,Other,Compound,Bilateral,Unsorted*,time,4.0,20.0,60.0,260.0,,https://youtu.be/A3uK5TPzHq8
Cable Seated Crunch,"3 sets x 12 reps, 45s rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,Bench (Flat),1,Seated,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,3.0,36.0,45.0,198.0,12.0,https://youtu.be/vg1KU7HNbyw
Cable Seated Crunch,"4 sets x 15 reps, 30s rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,Bench (Flat),1,Seated,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,4.0,45.0,30.0,270.0,15.0,https://youtu.be/vg1KU7HNbyw
Cable Seated Crunch,"4 sets x 8 reps, 60s rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,Bench (Flat),1,Seated,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,4.0,24.0,60.0,276.0,8.0,https://youtu.be/vg1KU7HNbyw
Cable Seated Crunch,"3 sets x 40s, 60s rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,Bench (Flat),1,Seated,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,time,3.0,40.0,60.0,240.0,,https://youtu.be/vg1KU7HNbyw
Cable Kneeling Crunch,"3 sets of 12 reps, 3 sec per rep, 60 sec rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,,0,Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,3.0,36.0,60.0,288.0,12.0,https://youtu.be/vsAPBAg0fb0
Cable Kneeling Crunch,"2 sets of 10 reps, 3 sec per rep, 90 sec rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,,0,Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,2.0,30.0,90.0,240.0,10.0,https://youtu.be/vsAPBAg0fb0
Cable Kneeling Crunch,"3 sets of 10 reps, 4 sec per rep, 75 sec rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,,0,Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,3.0,40.0,75.0,345.0,10.0,https://youtu.be/vsAPBAg0fb0
Cable Kneeling Crunch,"3 sets of 40 seconds continuous, 60 sec rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,,0,Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,time,3.0,40.0,60.0,300.0,,https://youtu.be/vsAPBAg0fb0
Cable Kneeling Crunch,"4 sets of 15 reps, 2.5 sec per rep, 30 sec rest",Novice,Abdominals,Rectus Abdominis,Iliopsoas,Obliques,Cable,1,,0,Kneeling,Double Arm,Continuous,Neutral,Other,Continuous,No Elevation,Single Exercise,Spinal Flexion,,,Sagittal Plane,,,Midsection,Other,Isolation,Bilateral,Unsorted*,rep,4.0,37.5,30.0,270.0,15.0,https://youtu.be/vsAPBAg0fb0
